"","Gene","Annotation","Non.unique.Gene.name","sg_change_0","sg_change_1","ratio","gene.annotate","phage","hypothetical","transposase","caps","exclude"
"949","group_8718","serine/threonine protein phosphatase","pphA",3,14,0.771349862258953,"GROUP_8718 SERINE/THREONINE PROTEIN PHOSPHATASE PPHA",FALSE,FALSE,FALSE,0,0
"950","hhaIM","DNA modification methylase","",3,14,0.771349862258953,"HHAIM DNA MODIFICATION METHYLASE ",FALSE,FALSE,FALSE,0,0
"951","lafA","BlpM","",3,14,0.771349862258953,"LAFA BLPM ",FALSE,FALSE,FALSE,0,0
"952","PTS-EII_1","PTS system IIA component","",3,14,0.771349862258953,"PTS-EII_1 PTS SYSTEM IIA COMPONENT ",FALSE,FALSE,FALSE,0,0
"953","tcyJ","amino acid ABC transporter amino acid-binding protein","",3,14,0.771349862258953,"TCYJ AMINO ACID ABC TRANSPORTER AMINO ACID-BINDING PROTEIN ",FALSE,FALSE,FALSE,0,0
"954","afr","Gfo/Idh/MocA family oxidoreductase","",5,23,0.760330578512397,"AFR GFO/IDH/MOCA FAMILY OXIDOREDUCTASE ",FALSE,FALSE,FALSE,0,0
"955","group_1478","choline binding protein PcpA","pcpA",5,23,0.760330578512397,"GROUP_1478 CHOLINE BINDING PROTEIN PCPA PCPA",FALSE,FALSE,FALSE,0,0
"956","group_16374","glyceraldehyde-3-phosphate dehydrogenase","gapA",5,23,0.760330578512397,"GROUP_16374 GLYCERALDEHYDE-3-PHOSPHATE DEHYDROGENASE GAPA",FALSE,FALSE,FALSE,0,0
"957","group_18294","transcription termination factor","",5,23,0.760330578512397,"GROUP_18294 TRANSCRIPTION TERMINATION FACTOR ",FALSE,FALSE,FALSE,0,0
"958","mtlA","PTS system mannitol-specific transporter subunit EIIBC","",5,23,0.760330578512397,"MTLA PTS SYSTEM MANNITOL-SPECIFIC TRANSPORTER SUBUNIT EIIBC ",FALSE,FALSE,FALSE,0,0
"959","potA_2","ferric cations import ATP-binding protein FbpC","",7,32,0.755608028335301,"POTA_2 FERRIC CATIONS IMPORT ATP-BINDING PROTEIN FBPC ",FALSE,FALSE,FALSE,0,0
"960","group_5951","Membrane protein","",6,27,0.743801652892562,"GROUP_5951 MEMBRANE PROTEIN ",FALSE,FALSE,FALSE,0,0
"961","group_421","mobile genetic element","IS1381-truncation",10,45,0.743801652892562,"GROUP_421 MOBILE GENETIC ELEMENT IS1381-TRUNCATION",FALSE,FALSE,FALSE,0,0
"962","dnaQ","DNA polymerase III subunit epsilon","",4,18,0.743801652892562,"DNAQ DNA POLYMERASE III SUBUNIT EPSILON ",FALSE,FALSE,FALSE,0,0
"963","group_10155","binding-protein-dependent transport systems inner membrane component","potH",4,18,0.743801652892562,"GROUP_10155 BINDING-PROTEIN-DEPENDENT TRANSPORT SYSTEMS INNER MEMBRANE COMPONENT POTH",FALSE,FALSE,FALSE,0,0
"964","group_13394","DNA polymerase III subunit epsilon","dnaQ",4,18,0.743801652892562,"GROUP_13394 DNA POLYMERASE III SUBUNIT EPSILON DNAQ",FALSE,FALSE,FALSE,0,0
"965","group_2298","PTS system transporter subunit IIA","",4,18,0.743801652892562,"GROUP_2298 PTS SYSTEM TRANSPORTER SUBUNIT IIA ",FALSE,FALSE,FALSE,0,0
"966","group_6705","sucrose-6-phosphate hydrolase","sacA",4,18,0.743801652892562,"GROUP_6705 SUCROSE-6-PHOSPHATE HYDROLASE SACA",FALSE,FALSE,FALSE,0,0
"967","group_7131","transcriptional activator","atxA",4,18,0.743801652892562,"GROUP_7131 TRANSCRIPTIONAL ACTIVATOR ATXA",FALSE,FALSE,FALSE,0,0
"968","lmb","adhesion lipoprotein","",4,18,0.743801652892562,"LMB ADHESION LIPOPROTEIN ",FALSE,FALSE,FALSE,0,0
"969","resA","thioredoxin","",4,18,0.743801652892562,"RESA THIOREDOXIN ",FALSE,FALSE,FALSE,0,0
"970","group_10296","beta-galactosidase subunit beta","tabA_2",2,9,0.743801652892562,"GROUP_10296 BETA-GALACTOSIDASE SUBUNIT BETA TABA_2",FALSE,FALSE,FALSE,0,0
"971","group_12432","Uncharacterized protein conserved in bacteria","",2,9,0.743801652892562,"GROUP_12432 UNCHARACTERIZED PROTEIN CONSERVED IN BACTERIA ",FALSE,FALSE,FALSE,0,0
"972","group_1285","TMP repeat family","yqbO",2,9,0.743801652892562,"GROUP_1285 TMP REPEAT FAMILY YQBO",FALSE,FALSE,FALSE,0,0
"973","group_16191","phosphatidylglycerophosphatase A","pgpA",2,9,0.743801652892562,"GROUP_16191 PHOSPHATIDYLGLYCEROPHOSPHATASE A PGPA",FALSE,FALSE,FALSE,0,0
"974","group_2312","PTS system transporter subunit IIA","",2,9,0.743801652892562,"GROUP_2312 PTS SYSTEM TRANSPORTER SUBUNIT IIA ",FALSE,FALSE,FALSE,0,0
"975","group_4540","D-alanyl carrier protein DCP","dltC",2,9,0.743801652892562,"GROUP_4540 D-ALANYL CARRIER PROTEIN DCP DLTC",FALSE,FALSE,FALSE,0,0
"976","group_4642","amino acid ABC transporter permease","artQ_2",2,9,0.743801652892562,"GROUP_4642 AMINO ACID ABC TRANSPORTER PERMEASE ARTQ_2",FALSE,FALSE,FALSE,0,0
"977","group_4643","amino acid ABC transporter permease","artQ_1",2,9,0.743801652892562,"GROUP_4643 AMINO ACID ABC TRANSPORTER PERMEASE ARTQ_1",FALSE,FALSE,FALSE,0,0
"978","group_5269","alpha-galactosidase","agaN",2,9,0.743801652892562,"GROUP_5269 ALPHA-GALACTOSIDASE AGAN",FALSE,FALSE,FALSE,0,0
"979","group_6448","Bacteriocin ABC transoporter","lagD_1",2,9,0.743801652892562,"GROUP_6448 BACTERIOCIN ABC TRANSOPORTER LAGD_1",FALSE,FALSE,FALSE,0,0
"980","group_7374","gamma-glutamylcysteine synthetase putative","",2,9,0.743801652892562,"GROUP_7374 GAMMA-GLUTAMYLCYSTEINE SYNTHETASE PUTATIVE ",FALSE,FALSE,FALSE,0,0
"981","group_8078","trehalose operon repressor","treR",2,9,0.743801652892562,"GROUP_8078 TREHALOSE OPERON REPRESSOR TRER",FALSE,FALSE,FALSE,0,0
"982","group_9023","Helicase","",2,9,0.743801652892562,"GROUP_9023 HELICASE ",FALSE,FALSE,FALSE,0,0
"983","group_9933","BlpM","lafA",2,9,0.743801652892562,"GROUP_9933 BLPM LAFA",FALSE,FALSE,FALSE,0,0
"984","gsiB","oligopeptide ABC transporteroligopeptide-binding protein","",2,9,0.743801652892562,"GSIB OLIGOPEPTIDE ABC TRANSPORTEROLIGOPEPTIDE-BINDING PROTEIN ",FALSE,FALSE,FALSE,0,0
"985","pgpA","phosphatidylglycerophosphatase A","",2,9,0.743801652892562,"PGPA PHOSPHATIDYLGLYCEROPHOSPHATASE A ",FALSE,FALSE,FALSE,0,0
"986","tabA_2","beta-galactosidase subunit beta","",2,9,0.743801652892562,"TABA_2 BETA-GALACTOSIDASE SUBUNIT BETA ",FALSE,FALSE,FALSE,0,0
"987","tadA","cytidine/deoxycytidylate deaminase","",2,9,0.743801652892562,"TADA CYTIDINE/DEOXYCYTIDYLATE DEAMINASE ",FALSE,FALSE,FALSE,0,0
"988","thiE_2","thiamine-phosphate pyrophosphorylase","",2,9,0.743801652892562,"THIE_2 THIAMINE-PHOSPHATE PYROPHOSPHORYLASE ",FALSE,FALSE,FALSE,0,0
"989","group_11821","hydrolase","yihX",7,31,0.731995277449823,"GROUP_11821 HYDROLASE YIHX",FALSE,FALSE,FALSE,0,0
"990","fbpC","ATP-binding component of ABC transporter","",5,22,0.727272727272727,"FBPC ATP-BINDING COMPONENT OF ABC TRANSPORTER ",FALSE,FALSE,FALSE,0,0
"991","group_1063","autolysin","lytA_1",5,22,0.727272727272727,"GROUP_1063 AUTOLYSIN LYTA_1",FALSE,FALSE,FALSE,0,0
"992","group_4022","branched-chain amino acid permease","ygaZ",5,22,0.727272727272727,"GROUP_4022 BRANCHED-CHAIN AMINO ACID PERMEASE YGAZ",FALSE,FALSE,FALSE,0,0
"993","group_497","type I restriction-modification system S protein","hsdS_1",5,22,0.727272727272727,"GROUP_497 TYPE I RESTRICTION-MODIFICATION SYSTEM S PROTEIN HSDS_1",FALSE,FALSE,FALSE,0,0
"994","yjjP","membrane spanning protein","",6,26,0.716253443526171,"YJJP MEMBRANE SPANNING PROTEIN ",FALSE,FALSE,FALSE,0,0
"995","agaN","alpha-galactosidase","",3,13,0.716253443526171,"AGAN ALPHA-GALACTOSIDASE ",FALSE,FALSE,FALSE,0,0
"996","aliA","oligopeptide ABC transporter oligopeptide-binding protein AliA","",3,13,0.716253443526171,"ALIA OLIGOPEPTIDE ABC TRANSPORTER OLIGOPEPTIDE-BINDING PROTEIN ALIA ",FALSE,FALSE,FALSE,0,0
"997","btr","AraC family transcriptional regulator","",3,13,0.716253443526171,"BTR ARAC FAMILY TRANSCRIPTIONAL REGULATOR ",FALSE,FALSE,FALSE,0,0
"998","clpC_2","ATP-dependent Clp protease ATP-binding subunit","",3,13,0.716253443526171,"CLPC_2 ATP-DEPENDENT CLP PROTEASE ATP-BINDING SUBUNIT ",FALSE,FALSE,FALSE,0,0
"999","group_14871","nucleoside-diphosphate sugar isomerase","capD",3,13,0.716253443526171,"GROUP_14871 NUCLEOSIDE-DIPHOSPHATE SUGAR ISOMERASE CAPD",FALSE,FALSE,FALSE,0,0
"1000","group_5311","cell wall surface anchor family protein","spaP",3,13,0.716253443526171,"GROUP_5311 CELL WALL SURFACE ANCHOR FAMILY PROTEIN SPAP",FALSE,FALSE,FALSE,0,0
"1001","group_5664","Cof family protein","ybjI",3,13,0.716253443526171,"GROUP_5664 COF FAMILY PROTEIN YBJI",FALSE,FALSE,FALSE,0,0
"1002","group_6243","Phage protein","",3,13,0.716253443526171,"GROUP_6243 PHAGE PROTEIN ",FALSE,FALSE,FALSE,0,0
"1003","pcpA","choline binding protein PcpA","",3,13,0.716253443526171,"PCPA CHOLINE BINDING PROTEIN PCPA ",FALSE,FALSE,FALSE,0,0
"1004","ybjI","Cof family protein","",3,13,0.716253443526171,"YBJI COF FAMILY PROTEIN ",FALSE,FALSE,FALSE,0,0
"1005","group_424","mobile genetic element","IS1381-truncation",7,30,0.708382526564345,"GROUP_424 MOBILE GENETIC ELEMENT IS1381-TRUNCATION",FALSE,FALSE,FALSE,0,0
"1006","cglB","competence protein","",8,34,0.702479338842975,"CGLB COMPETENCE PROTEIN ",FALSE,FALSE,FALSE,0,0
"1007","comGG","late competence protein ComGG","",8,34,0.702479338842975,"COMGG LATE COMPETENCE PROTEIN COMGG ",FALSE,FALSE,FALSE,0,0
"1008","group_3569","competence protein","cglB",8,34,0.702479338842975,"GROUP_3569 COMPETENCE PROTEIN CGLB",FALSE,FALSE,FALSE,0,0
"1009","group_5755","late competence protein ComGG","comGG",8,34,0.702479338842975,"GROUP_5755 LATE COMPETENCE PROTEIN COMGG COMGG",FALSE,FALSE,FALSE,0,0
"1010","group_11314","membrane protein","",4,17,0.702479338842975,"GROUP_11314 MEMBRANE PROTEIN ",FALSE,FALSE,FALSE,0,0
"1011","group_11315","membrane protein","",4,17,0.702479338842975,"GROUP_11315 MEMBRANE PROTEIN ",FALSE,FALSE,FALSE,0,0
"1012","group_14777","conserved structural protein putative","",4,17,0.702479338842975,"GROUP_14777 CONSERVED STRUCTURAL PROTEIN PUTATIVE ",FALSE,FALSE,FALSE,0,0
"1013","group_4006","oligopeptide binding lipoprotein","sarA_1",4,17,0.702479338842975,"GROUP_4006 OLIGOPEPTIDE BINDING LIPOPROTEIN SARA_1",FALSE,FALSE,FALSE,0,0
"1014","group_6271","alpha mannosidase","mngB",4,17,0.702479338842975,"GROUP_6271 ALPHA MANNOSIDASE MNGB",FALSE,FALSE,FALSE,0,0
"1015","group_6640","surface anchored protein","",4,17,0.702479338842975,"GROUP_6640 SURFACE ANCHORED PROTEIN ",FALSE,FALSE,FALSE,0,0
"1016","group_10447","Phage gp6-like head-tail connector protein","",5,21,0.694214876033058,"GROUP_10447 PHAGE GP6-LIKE HEAD-TAIL CONNECTOR PROTEIN ",FALSE,FALSE,FALSE,0,0
"1017","group_12897","MHP","",5,21,0.694214876033058,"GROUP_12897 MHP ",FALSE,FALSE,FALSE,0,0
"1018","group_3664","major facilitator superfamily permease","",6,25,0.68870523415978,"GROUP_3664 MAJOR FACILITATOR SUPERFAMILY PERMEASE ",FALSE,FALSE,FALSE,0,0
"1019","xlyA","LysM domain protein","",6,25,0.68870523415978,"XLYA LYSM DOMAIN PROTEIN ",FALSE,FALSE,FALSE,0,0
"1020","yihX","hydrolase","",7,29,0.684769775678867,"YIHX HYDROLASE ",FALSE,FALSE,FALSE,0,0
"1021","degA_1","transcriptional regulator","",8,33,0.681818181818182,"DEGA_1 TRANSCRIPTIONAL REGULATOR ",FALSE,FALSE,FALSE,0,0
"1022","group_11000","transcriptional regulator","degA_1",8,33,0.681818181818182,"GROUP_11000 TRANSCRIPTIONAL REGULATOR DEGA_1",FALSE,FALSE,FALSE,0,0
"1023","yvgN","25-diketo-D-gluconic acid reductase A","",8,32,0.661157024793388,"YVGN 25-DIKETO-D-GLUCONIC ACID REDUCTASE A ",FALSE,FALSE,FALSE,0,0
"1024","fsaA","fructose-6-phosphate aldolase","",6,24,0.661157024793388,"FSAA FRUCTOSE-6-PHOSPHATE ALDOLASE ",FALSE,FALSE,FALSE,0,0
"1025","group_13456","fructose-6-phosphate aldolase","fsaA",6,24,0.661157024793388,"GROUP_13456 FRUCTOSE-6-PHOSPHATE ALDOLASE FSAA",FALSE,FALSE,FALSE,0,0
"1026","amiE","peptide ABC transporter ATP-binding protein","",5,20,0.661157024793388,"AMIE PEPTIDE ABC TRANSPORTER ATP-BINDING PROTEIN ",FALSE,FALSE,FALSE,0,0
"1027","dsbD_2","cytochrome c-type biogenesis protein CcdA","",5,20,0.661157024793388,"DSBD_2 CYTOCHROME C-TYPE BIOGENESIS PROTEIN CCDA ",FALSE,FALSE,FALSE,0,0
"1028","gapA","glyceraldehyde-3-phosphate dehydrogenase","",5,20,0.661157024793388,"GAPA GLYCERALDEHYDE-3-PHOSPHATE DEHYDROGENASE ",FALSE,FALSE,FALSE,0,0
"1029","group_10265","peptide ABC transporter ATP-binding protein","amiE",5,20,0.661157024793388,"GROUP_10265 PEPTIDE ABC TRANSPORTER ATP-BINDING PROTEIN AMIE",FALSE,FALSE,FALSE,0,0
"1030","group_12235","cytochrome c-type biogenesis protein CcdA","dsbD_2",5,20,0.661157024793388,"GROUP_12235 CYTOCHROME C-TYPE BIOGENESIS PROTEIN CCDA DSBD_2",FALSE,FALSE,FALSE,0,0
"1031","group_9525","glutamate dehydrogenase","gdhA",5,20,0.661157024793388,"GROUP_9525 GLUTAMATE DEHYDROGENASE GDHA",FALSE,FALSE,FALSE,0,0
"1032","group_14103","Phage protein","",4,16,0.661157024793388,"GROUP_14103 PHAGE PROTEIN ",FALSE,FALSE,FALSE,0,0
"1033","group_4027","branched-chain amino acid permease","ygaZ",4,16,0.661157024793388,"GROUP_4027 BRANCHED-CHAIN AMINO ACID PERMEASE YGAZ",FALSE,FALSE,FALSE,0,0
"1034","group_4982","Plasmid pRiA4b ORF-3-like protein","",4,16,0.661157024793388,"GROUP_4982 PLASMID PRIA4B ORF-3-LIKE PROTEIN ",FALSE,FALSE,FALSE,0,0
"1035","group_641","type I restriction-modification system S subunit putative","xerC_1",4,16,0.661157024793388,"GROUP_641 TYPE I RESTRICTION-MODIFICATION SYSTEM S SUBUNIT PUTATIVE XERC_1",FALSE,FALSE,FALSE,0,0
"1036","group_7820","transcriptional regulator BglG family","cmtB",4,16,0.661157024793388,"GROUP_7820 TRANSCRIPTIONAL REGULATOR BGLG FAMILY CMTB",FALSE,FALSE,FALSE,0,0
"1037","prtP","serine protease","",4,16,0.661157024793388,"PRTP SERINE PROTEASE ",FALSE,FALSE,FALSE,0,0
"1038","yesO_3","ABC transporter substrate-binding protein","",4,16,0.661157024793388,"YESO_3 ABC TRANSPORTER SUBSTRATE-BINDING PROTEIN ",FALSE,FALSE,FALSE,0,0
"1039","adhB","alcohol dehydrogenase","",3,12,0.661157024793388,"ADHB ALCOHOL DEHYDROGENASE ",FALSE,FALSE,FALSE,0,0
"1040","group_1178","serine protease","prtP",3,12,0.661157024793388,"GROUP_1178 SERINE PROTEASE PRTP",FALSE,FALSE,FALSE,0,0
"1041","group_15619","domain of unknown function protein","",3,12,0.661157024793388,"GROUP_15619 DOMAIN OF UNKNOWN FUNCTION PROTEIN ",FALSE,FALSE,FALSE,0,0
"1042","group_4505","amino acid ABC transporter permease","tcyB",3,12,0.661157024793388,"GROUP_4505 AMINO ACID ABC TRANSPORTER PERMEASE TCYB",FALSE,FALSE,FALSE,0,0
"1043","group_4590","Membrane protein","argG",3,12,0.661157024793388,"GROUP_4590 MEMBRANE PROTEIN ARGG",FALSE,FALSE,FALSE,0,0
"1044","group_5026","L-fucose isomerase","fucI",3,12,0.661157024793388,"GROUP_5026 L-FUCOSE ISOMERASE FUCI",FALSE,FALSE,FALSE,0,0
"1045","group_5335","argininosuccinate synthase","argG",3,12,0.661157024793388,"GROUP_5335 ARGININOSUCCINATE SYNTHASE ARGG",FALSE,FALSE,FALSE,0,0
"1046","group_7812","DNA polymerase IV","dinP",3,12,0.661157024793388,"GROUP_7812 DNA POLYMERASE IV DINP",FALSE,FALSE,FALSE,0,0
"1047","group_7906","phosphoglycerate mutase family protein","",3,12,0.661157024793388,"GROUP_7906 PHOSPHOGLYCERATE MUTASE FAMILY PROTEIN ",FALSE,FALSE,FALSE,0,0
"1048","group_8422","lipase","",3,12,0.661157024793388,"GROUP_8422 LIPASE ",FALSE,FALSE,FALSE,0,0
"1049","group_8681","uracil DNA glycosylase","",3,12,0.661157024793388,"GROUP_8681 URACIL DNA GLYCOSYLASE ",FALSE,FALSE,FALSE,0,0
"1050","pspC","surface protein PspC","",3,12,0.661157024793388,"PSPC SURFACE PROTEIN PSPC ",FALSE,FALSE,FALSE,0,0
"1051","rgg","transcriptional activator Rgg/GadR/MutR family protein","",3,12,0.661157024793388,"RGG TRANSCRIPTIONAL ACTIVATOR RGG/GADR/MUTR FAMILY PROTEIN ",FALSE,FALSE,FALSE,0,0
"1052","apt","adenine phosphoribosyltransferase","",2,8,0.661157024793388,"APT ADENINE PHOSPHORIBOSYLTRANSFERASE ",FALSE,FALSE,FALSE,0,0
"1053","bglH","beta-glucosidase","",2,8,0.661157024793388,"BGLH BETA-GLUCOSIDASE ",FALSE,FALSE,FALSE,0,0
"1054","ftsE_2","antimicrobial peptide ABC transporter ATPase","",2,8,0.661157024793388,"FTSE_2 ANTIMICROBIAL PEPTIDE ABC TRANSPORTER ATPASE ",FALSE,FALSE,FALSE,0,0
"1055","group_10158","binding-protein-dependent transport systems inner membrane component","potH",2,8,0.661157024793388,"GROUP_10158 BINDING-PROTEIN-DEPENDENT TRANSPORT SYSTEMS INNER MEMBRANE COMPONENT POTH",FALSE,FALSE,FALSE,0,0
"1056","group_10439","Phage gp6-like head-tail connector protein","",2,8,0.661157024793388,"GROUP_10439 PHAGE GP6-LIKE HEAD-TAIL CONNECTOR PROTEIN ",FALSE,FALSE,FALSE,0,0
"1057","group_1071","autolysin","lytA_2",2,8,0.661157024793388,"GROUP_1071 AUTOLYSIN LYTA_2",FALSE,FALSE,FALSE,0,0
"1058","group_10810","sugar ABC transporter permease","ycjO_2",2,8,0.661157024793388,"GROUP_10810 SUGAR ABC TRANSPORTER PERMEASE YCJO_2",FALSE,FALSE,FALSE,0,0
"1059","group_12601","oligopeptide ABC transporteroligopeptide-binding protein","gsiB",2,8,0.661157024793388,"GROUP_12601 OLIGOPEPTIDE ABC TRANSPORTEROLIGOPEPTIDE-BINDING PROTEIN GSIB",FALSE,FALSE,FALSE,0,0
"1060","group_13797","Ribulose-6-phosphate epimerase","alsE",2,8,0.661157024793388,"GROUP_13797 RIBULOSE-6-PHOSPHATE EPIMERASE ALSE",FALSE,FALSE,FALSE,0,0
"1061","group_14680","adenine phosphoribosyltransferase","apt",2,8,0.661157024793388,"GROUP_14680 ADENINE PHOSPHORIBOSYLTRANSFERASE APT",FALSE,FALSE,FALSE,0,0
"1062","group_14799","maltose operon transcriptional repressor","malR",2,8,0.661157024793388,"GROUP_14799 MALTOSE OPERON TRANSCRIPTIONAL REPRESSOR MALR",FALSE,FALSE,FALSE,0,0
"1063","group_1725","putative transcription antiterminator BglG family protein","licR_1",2,8,0.661157024793388,"GROUP_1725 PUTATIVE TRANSCRIPTION ANTITERMINATOR BGLG FAMILY PROTEIN LICR_1",FALSE,FALSE,FALSE,0,0
"1064","group_17755","putative ICE protein","",2,8,0.661157024793388,"GROUP_17755 PUTATIVE ICE PROTEIN ",FALSE,FALSE,FALSE,0,0
"1065","group_18870","cell wall biosynthesis glycosyltransferase","hyaD_2",2,8,0.661157024793388,"GROUP_18870 CELL WALL BIOSYNTHESIS GLYCOSYLTRANSFERASE HYAD_2",FALSE,FALSE,FALSE,0,0
"1066","group_1977","U32 family peptidase","yhbU_1",2,8,0.661157024793388,"GROUP_1977 U32 FAMILY PEPTIDASE YHBU_1",FALSE,FALSE,FALSE,0,0
"1067","group_2052","sodium-dependent transporter","",2,8,0.661157024793388,"GROUP_2052 SODIUM-DEPENDENT TRANSPORTER ",FALSE,FALSE,FALSE,0,0
"1068","group_2250","gp24","",2,8,0.661157024793388,"GROUP_2250 GP24 ",FALSE,FALSE,FALSE,0,0
"1069","group_3067","putative holin 1","",2,8,0.661157024793388,"GROUP_3067 PUTATIVE HOLIN 1 ",FALSE,FALSE,FALSE,0,0
"1070","group_4347","caax amino protease family protein","",2,8,0.661157024793388,"GROUP_4347 CAAX AMINO PROTEASE FAMILY PROTEIN ",FALSE,FALSE,FALSE,0,0
"1071","group_4446","replication initiator protein A N-terminus","repA",2,8,0.661157024793388,"GROUP_4446 REPLICATION INITIATOR PROTEIN A N-TERMINUS REPA",FALSE,FALSE,FALSE,0,0
"1072","group_5438","ABC zinc transporter metal-binding lipoprotein","adcA",2,8,0.661157024793388,"GROUP_5438 ABC ZINC TRANSPORTER METAL-BINDING LIPOPROTEIN ADCA",FALSE,FALSE,FALSE,0,0
"1073","group_5730","14-beta-N-acetylmuramidase","lytC",2,8,0.661157024793388,"GROUP_5730 14-BETA-N-ACETYLMURAMIDASE LYTC",FALSE,FALSE,FALSE,0,0
"1074","group_6858","pneumococcal histidine triad protein E","phtE-truncation",2,8,0.661157024793388,"GROUP_6858 PNEUMOCOCCAL HISTIDINE TRIAD PROTEIN E PHTE-TRUNCATION",FALSE,FALSE,FALSE,0,0
"1075","group_8016","Domain of unknown function (DUF1858)","",2,8,0.661157024793388,"GROUP_8016 DOMAIN OF UNKNOWN FUNCTION (DUF1858) ",FALSE,FALSE,FALSE,0,0
"1076","group_8282","Secreted protein","",2,8,0.661157024793388,"GROUP_8282 SECRETED PROTEIN ",FALSE,FALSE,FALSE,0,0
"1077","paiA_2","GNAT family acetyltransferase","",2,8,0.661157024793388,"PAIA_2 GNAT FAMILY ACETYLTRANSFERASE ",FALSE,FALSE,FALSE,0,0
"1078","purL","phosphoribosylformylglycinamidine synthase II (FGAM synthetase)","",2,8,0.661157024793388,"PURL PHOSPHORIBOSYLFORMYLGLYCINAMIDINE SYNTHASE II (FGAM SYNTHETASE) ",FALSE,FALSE,FALSE,0,0
"1079","ycjP_4","sugar ABC transporter permease","",2,8,0.661157024793388,"YCJP_4 SUGAR ABC TRANSPORTER PERMEASE ",FALSE,FALSE,FALSE,0,0
"1080","group_4502","25-diketo-D-gluconic acid reductase A","yvgN",8,31,0.640495867768595,"GROUP_4502 25-DIKETO-D-GLUCONIC ACID REDUCTASE A YVGN",FALSE,FALSE,FALSE,0,0
"1081","group_586","streptococcal histidine triad protein PhpA","phpA",6,23,0.633608815426997,"GROUP_586 STREPTOCOCCAL HISTIDINE TRIAD PROTEIN PHPA PHPA",FALSE,FALSE,FALSE,0,0
"1082","group_1005","immunoglobulin A1 protease","iga_2",10,38,0.628099173553719,"GROUP_1005 IMMUNOGLOBULIN A1 PROTEASE IGA_2",FALSE,FALSE,FALSE,0,0
"1083","group_5208","methyltransferase small domain superfamily","ubiE",5,19,0.628099173553719,"GROUP_5208 METHYLTRANSFERASE SMALL DOMAIN SUPERFAMILY UBIE",FALSE,FALSE,FALSE,0,0
"1084","group_6360","Carbohydrate-binding family V/XII","",5,19,0.628099173553719,"GROUP_6360 CARBOHYDRATE-BINDING FAMILY V/XII ",FALSE,FALSE,FALSE,0,0
"1085","igA","immunoglobulin A1 protease","",5,19,0.628099173553719,"IGA IMMUNOGLOBULIN A1 PROTEASE ",FALSE,FALSE,FALSE,0,0
"1086","lacC-2","tagatose-6-phosphate kinase","",5,19,0.628099173553719,"LACC-2 TAGATOSE-6-PHOSPHATE KINASE ",FALSE,FALSE,FALSE,0,0
"1087","phtD","histidine triad protein D","",12,45,0.619834710743802,"PHTD HISTIDINE TRIAD PROTEIN D ",FALSE,FALSE,FALSE,0,0
"1088","group_4824","ABC transporter ATP-binding protein","macB_1",8,30,0.619834710743802,"GROUP_4824 ABC TRANSPORTER ATP-BINDING PROTEIN MACB_1",FALSE,FALSE,FALSE,0,0
"1089","group_11165","YitT family protein","",4,15,0.619834710743802,"GROUP_11165 YITT FAMILY PROTEIN ",FALSE,FALSE,FALSE,0,0
"1090","group_114","N-ethylammeline chlorohydrolase","",4,15,0.619834710743802,"GROUP_114 N-ETHYLAMMELINE CHLOROHYDROLASE ",FALSE,FALSE,FALSE,0,0
"1091","group_14843","adhesion lipoprotein","lmb",4,15,0.619834710743802,"GROUP_14843 ADHESION LIPOPROTEIN LMB",FALSE,FALSE,FALSE,0,0
"1092","group_169","chlorohydrolase","",4,15,0.619834710743802,"GROUP_169 CHLOROHYDROLASE ",FALSE,FALSE,FALSE,0,0
"1093","group_3446","membrane protein","rr06-1",4,15,0.619834710743802,"GROUP_3446 MEMBRANE PROTEIN RR06-1",FALSE,FALSE,FALSE,0,0
"1094","group_3450","membrane protein","",4,15,0.619834710743802,"GROUP_3450 MEMBRANE PROTEIN ",FALSE,FALSE,FALSE,0,0
"1095","group_3667","major facilitator superfamily permease","",4,15,0.619834710743802,"GROUP_3667 MAJOR FACILITATOR SUPERFAMILY PERMEASE ",FALSE,FALSE,FALSE,0,0
"1096","group_7135","transcriptional activator","atxA",4,15,0.619834710743802,"GROUP_7135 TRANSCRIPTIONAL ACTIVATOR ATXA",FALSE,FALSE,FALSE,0,0
"1097","group_9384","UDP-N-acetylglucosamine 1-carboxyvinyltransferase 2","murZ",4,15,0.619834710743802,"GROUP_9384 UDP-N-ACETYLGLUCOSAMINE 1-CARBOXYVINYLTRANSFERASE 2 MURZ",FALSE,FALSE,FALSE,0,0
"1098","msbA_2","ABC transporter ATP-binding protein/permease","",4,15,0.619834710743802,"MSBA_2 ABC TRANSPORTER ATP-BINDING PROTEIN/PERMEASE ",FALSE,FALSE,FALSE,0,0
"1099","treR","trehalose operon repressor","",4,15,0.619834710743802,"TRER TREHALOSE OPERON REPRESSOR ",FALSE,FALSE,FALSE,0,0
"1100","group_10849","gp37","",3,11,0.606060606060606,"GROUP_10849 GP37 ",FALSE,FALSE,FALSE,0,0
"1101","group_10987","multi antimicrobial extrusion (MATE) family transporter","mepA",3,11,0.606060606060606,"GROUP_10987 MULTI ANTIMICROBIAL EXTRUSION (MATE) FAMILY TRANSPORTER MEPA",FALSE,FALSE,FALSE,0,0
"1102","group_12787","tRNA (uracil-5-)-methyltransferase Gid","gidA_2",3,11,0.606060606060606,"GROUP_12787 TRNA (URACIL-5-)-METHYLTRANSFERASE GID GIDA_2",FALSE,FALSE,FALSE,0,0
