"","coef","Gene","Annotation","Non.unique.Gene.name"
"879",0.00465909829152549,"VANUG2","VANUG2",""
"880",0.00461563259397855,"GROUP_7349","TRANSCRIPTIONAL ACTIVATOR RGG/GADR/MUTR FAMILY PROTEIN",""
"881",0.00458908781937531,"MURC_1","UDP-N-ACETYLMURAMATE--L-ALANINE LIGASE",""
"882",0.00449891622410287,"GROUP_12786","TRNA (URACIL-5-)-METHYLTRANSFERASE GID","GIDA_2"
"883",0.00436471792825306,"GROUP_9618","MEMBRANE PROTEIN",""
"884",0.0043546439063634,"GROUP_4045","ABC TRANSPORTER ATPASE",""
"885",0.00435440393454516,"GROUP_8623","AMINO ACID ABC TRANSPORTER AMINO ACID-BINDING PROTEIN","TCYJ"
"886",0.00403912273866971,"NIKS","NIKKOMYCIN BIOSYNTHESIS PROTEIN CARBOXYLASE",""
"887",0.00403436327303142,"PHOP","RESPONSE REGULATOR",""
"888",0.00398227673440701,"GLNH","ABC TRANSPORTER SUBSTRATE-BINDING LIPOPROTEIN",""
"889",0.00392959845554821,"GROUP_15807","PHAGE PROTEIN",""
"890",0.00391434701316523,"GROUP_4547","INTEGRAL MEMBRANE PROTEIN",""
"891",0.00388795990606043,"GROUP_2250","GP24",""
"892",0.00372606082456138,"GROUP_14996","FLAVODOXIN",""
"893",0.00366256464746076,"GROUP_9187","HISTIDINE KINASE","VRAS"
"894",0.00347790460515513,"GROUP_11918","TFOX N- DOMAIN FAMILY PROTEIN",""
"895",0.0034580478077798,"GROUP_10413","OLIGOPEPTIDE ABC TRANSPORTER ATP-BINDING PROTEIN AMIF","AMIF"
"896",0.00323793038024255,"GROUP_7962","TRANSCRIPTIONAL REGULATOR",""
"897",0.00321400892314557,"PPSA_1","BACITRACIN SYNTHETASE 1 BACA",""
"898",0.00313026395865677,"YYCG","SIGNAL TRANSDUCTION HISTIDINE KINASE",""
"899",0.0029137951613638,"GROUP_12583","ATPASE",""
"900",0.00282312400433435,"GROUP_7388","MALTODEXTRIN ABC TRANSPORTER PERMEASE","MALF"
"901",0.00253091731072164,"GROUP_3375","ABC TRANSPORTER ATP-BINDING PROTEIN/PERMEASE","IRTA"
"902",0.00247837094595358,"GROUP_8927","PHAGE PROTEIN",""
"903",0.00247536660729625,"GROUP_11601","NIF3 (NGG1P INTERACTING FACTOR 3) FAMILY PROTEIN",""
"904",0.00204713588204728,"GROUP_5762","GLYCOSYLTRANSFERASE INVOLVED IN CELL WALL BIOGENESIS","KFOC_2"
"905",0.00202784494122322,"GROUP_1987","PEPTIDASE U32 FAMILY","YHBU_1"
"906",0.00197207593934129,"VRAS","HISTIDINE KINASE",""
"907",0.00183612244102751,"GROUP_10087","GTP-BINDING PROTEIN HFLX","HFLX"
"908",0.0017181835412048,"IMMR","TYPE II RESTRICTION-MODIFICATION SYSTEM REGULATORY PROTEIN",""
"909",0.00165068572327759,"GROUP_9020","DUF1706 DOMAIN-CONTAINING PROTEIN",""
"910",0.00163938395610473,"GLPO","ALPHA-GLYCEROPHOSPHATE OXIDASE",""
"911",0.00163323649580582,"GROUP_2478","MEMBRANE PROTEIN",""
"912",0.00145375119756423,"GROUP_6223","PHAGE PROTEIN",""
"913",0.00136956592394358,"GROUP_13319","TYPE I RESTRICTION ENZYME RELATED PROTEIN",""
"914",0.00134620354172184,"GROUP_2506","IRON ABC TRANSPORTER PERMEASE","CYSW"
"915",0.00126102550281827,"GROUP_14055","SITE-SPECIFIC DNA RECOMBINASE",""
"916",0.00105005186131364,"GROUP_10544","ABC TRANSPORTER ATP-BINDING PROTEIN","MACB_2"
"917",0.000764106175287391,"GROUP_2579","ABC-TYPE TRANSPORT SYSTEM INVOLVED IN MULTI-COPPER ENZYME MATURATION PERMEASE COMPONENT",""
"918",0.000739965355089173,"GROUP_2578","ABC-TYPE TRANSPORT SYSTEM INVOLVED IN MULTI-COPPER ENZYME MATURATION PERMEASE COMPONENT",""
"919",0.000547686869080928,"GROUP_6531","COMPETENCE PROTEIN","COMEA"
"920",0.000439314685897831,"GROUP_9207","GNAT FAMILY ACETYLTRANSFERASE",""
"921",0.000358644890753939,"GROUP_15566","PHAGE PROTEIN",""
"922",0.00033984037704853,"IAP","LIPOPROTEIN NLP/P60 FAMILY",""
"923",0.000107981673351987,"GROUP_13549","PHAGE HOLLIDAY JUNCTION RESOLVASE",""
"924",5.68557985462361e-05,"PPHA","SERINE/THREONINE PROTEIN PHOSPHATASE",""
"925",2.47077360679755e-05,"GROUP_3097","ABC TRANSPORTER ATP-BINDING PROTEIN","MALK_1"
"926",1.9368841073402e-05,"GROUP_9532","ABC TRANSPORTER PERMEASE","METP"
"927",-1.07102609470192e-05,"TCYJ","AMINO ACID ABC TRANSPORTER AMINO ACID-BINDING PROTEIN",""
"928",-0.000246139337421804,"GROUP_5311","CELL WALL SURFACE ANCHOR FAMILY PROTEIN","SPAP"
"929",-0.00043421063786843,"HFLX","GTP-BINDING PROTEIN HFLX",""
"930",-0.000491519883203134,"GOR","GLUTATHIONE REDUCTASE",""
"931",-0.000570160577562049,"GROUP_8067","S1 RNA-BINDING DOMAIN-CONTAINING PROTEIN","YHGF"
"932",-0.000795013772879899,"GROUP_11177","ABC TRANSPORTER PERMEAE",""
"933",-0.0012662738898298,"GROUP_3060","PUTATIVE HOLIN 1",""
"934",-0.00133935474662304,"GROUP_4877","PHAGE PROTEIN",""
"935",-0.00142325675721585,"GROUP_10251","ATP-DEPENDENT DNA HELICASE PCRA","PCRA"
"936",-0.00152191357978417,"GROUP_4753","SUA5/YCIO/YRDC FAMILY PROTEIN","RIMN"
"937",-0.00152709544455083,"GROUP_9028","HELICASE",""
"938",-0.00157654096383293,"GROUP_11377","GLYOXALASE FAMILY PROTEIN",""
"939",-0.00158171266933443,"GROUP_3538","PHAGE PROTEIN",""
"940",-0.00174733036345053,"GROUP_8992","V8-LIKE GLU-SPECIFIC ENDOPEPTIDASE",""
"941",-0.00175902213409623,"HSDM","TYPE I RESTRICTION MODIFICATION ENZYME METHYLASE SUBUNIT",""
"942",-0.0019151435810172,"COMEA","COMPETENCE PROTEIN",""
"943",-0.00202667007864788,"GROUP_13528","GLUTATHIONE REDUCTASE","GOR"
"944",-0.0022622444381699,"GSPA_1","GLYCOSYL TRANSFERASE FAMILY 8",""
"945",-0.00228525454946451,"GROUP_5843","REGULATORY PROTEIN",""
"946",-0.00239944112154955,"GROUP_14789","CYSTATHIONINE GAMMA-SYNTHASE","METI"
"947",-0.00240580929326373,"PCRA","ATP-DEPENDENT DNA HELICASE PCRA",""
"948",-0.00259834525607768,"GROUP_9832","MAJOR FACILITATOR; OXALATE:FORMATE ANTIPORTER","YHJX"
"949",-0.00260362538138881,"GROUP_9363","CHLOROHYDROLASE",""
"950",-0.0030692351854975,"GROUP_3705","TYPE II DNA MODIFICATION METHYLTRANSFERASE","HHAIM"
"951",-0.00349995755319888,"GROUP_6171","PNEUMOCOCCAL HISTIDINE TRIAD PROTEIN D PRECURSOR",""
"952",-0.00357726727484245,"GAPA","GLYCERALDEHYDE-3-PHOSPHATE DEHYDROGENASE",""
"953",-0.00372516686583267,"GROUP_11133","RESTRICTION ENDONUCLEASE R.XBAI",""
"954",-0.00392082897829757,"ALD_2","ALANINE DEHYDROGENASE",""
"955",-0.00413025092783804,"GROUP_13673","MEMBRANE SPANNING PROTEIN","YJJP"
"956",-0.00421524870538865,"UBIE","METHYLTRANSFERASE SMALL DOMAIN SUPERFAMILY PROTEIN",""
"957",-0.00428281285974296,"VRAR_1","RESPONSE REGULATOR",""
"958",-0.0043674515302992,"FUCI","L-FUCOSE ISOMERASE",""
"959",-0.00451643114787234,"GROUP_5076","GLUCOSE-1-PHOSPHATE ADENYLYLTRANSFERASE","GLGC"
"960",-0.004658837359063,"YKOC","COBALT TRANSPORT PROTEIN",""
"961",-0.00476880340053742,"NANE2","N-ACETYLMANNOSAMINE-6-PHOSPHATE 2-EPIMERASE 2 (MANNAC-6-P EPIMERASE 2)",""
"962",-0.00507156204037053,"GROUP_7818","EXTRACELLULAR SOLUTE-BINDING PROTEIN","YESO_2"
"963",-0.00519067578745879,"NDK","NUCLEOSIDE DIPHOSPHATE KINASE",""
"964",-0.0052519482350964,"GROUP_10155","BINDING-PROTEIN-DEPENDENT TRANSPORT SYSTEMS INNER MEMBRANE COMPONENT","POTH"
"965",-0.00548916298830594,"GROUP_5298","POLAR AMINO ACID ABC TRANSPORTER ATPASE","GLNQ_2"
"966",-0.00552191416702389,"GROUP_7863","GLYCEROL KINASE","GLPK"
"967",-0.00560824475887008,"METI","CYSTATHIONINE GAMMA-SYNTHASE",""
"968",-0.00567688994255449,"GROUP_497","TYPE I RESTRICTION-MODIFICATION SYSTEM S PROTEIN","HSDS_1"
"969",-0.00568564580804453,"GROUP_7347","ARYLSULFATASE",""
"970",-0.00572174072055667,"GROUP_8045","SAP DOMAIN-CONTAINING PROTEIN",""
"971",-0.00601681835543722,"IRTB","LANTIBIOTIC SYNTHETASE",""
"972",-0.00636333775896077,"GROUP_3409","L-LACTATE OXIDASE","LCTO"
"973",-0.00672649345334425,"YCEG","AMINODEOXYCHORISMATE LYASE",""
"974",-0.00675404473628417,"GROUP_2099","PHAGE PROTEIN",""
"975",-0.00677163626402573,"GROUP_4881","PHAGE PROTEIN",""
"976",-0.00694397004020064,"GROUP_6701","SUCROSE-6-PHOSPHATE HYDROLASE","SACA"
"977",-0.00699535812447383,"GROUP_10467","GLUTAMINE AMIDOTRANSFERASE CLASS I",""
"978",-0.00704256568790481,"GROUP_4383","INTEGRASE","INT-TN_2"
"979",-0.00717865681480124,"GROUP_14995","FLAVODOXIN",""
"980",-0.00723578886026467,"GROUP_12158","PUTATIVE MG2+ TRANSPORTER-C","SAPB"
"981",-0.00723819457322417,"GROUP_626","INTEGRASE/RECOMBINASE PHAGE INTEGRASE FAMILY PROTEIN","XERC_1"
"982",-0.00755164298322828,"GROUP_14202","FIC PROTEIN FAMILY",""
"983",-0.0076103837473752,"GROUP_6898","MEMBRANE PROTEIN",""
"984",-0.00761472469882094,"TCYA_2","ABC TRANSPORTER SUBSTRATE-BINDING LIPOPROTEIN",""
"985",-0.00783366112460483,"TCYA_1","ABC TRANSPORTER SUBSTRATE-BINDING LIPOPROTEIN",""
"986",-0.007836881325872,"GROUP_12918","PROPHAGE LP2 PROTEIN 33",""
"987",-0.00810818110731758,"GROUP_13633","AMINODEOXYCHORISMATE LYASE","YCEG"
"988",-0.00817183823445608,"GROUP_17368","RESPONSE REGULATOR","SAER"
"989",-0.00835899246052522,"GROUP_11179","ABC TRANSPORTER PERMEAE",""
"990",-0.00880921479974935,"GROUP_2161","CHOLINE BINDING PROTEIN","LYTB_1"
"991",-0.00900954746247468,"GROUP_7543","CHORISMATE BINDING ENZYME PARA-AMINOBENZOATE SYNTHETASE","PABB"
"992",-0.00905036341525849,"GROUP_11965","MEMBRANE PROTEIN",""
"993",-0.00907648693994722,"GROUP_9410","PHAGE PROTEIN",""
"994",-0.00919468522009061,"GROUP_9384","UDP-N-ACETYLGLUCOSAMINE 1-CARBOXYVINYLTRANSFERASE 2","MURZ"
"995",-0.00928711809447223,"SAER","RESPONSE REGULATOR",""
"996",-0.00929602487725751,"GROUP_18686","LICD SUPERFAMILY PROTEIN","WEFL"
"997",-0.00937026268312254,"MURZ","ACETYLTRANSFERASE",""
"998",-0.00953064699789043,"GROUP_2825","GLYCOSYL HYDROLASE FAMILY 31","YICI"
"999",-0.00961076393748125,"GROUP_12876","PHAGE PROTEIN",""
"1000",-0.00961811313888529,"GROUP_5840","REGULATORY PROTEIN",""
"1001",-0.00969315609119444,"GROUP_17020","CELL WALL BIOSYNTHESIS GLYCOSYLTRANSFERASE","HYAD_2"
"1002",-0.00972809868643127,"GROUP_641","TYPE I RESTRICTION-MODIFICATION SYSTEM S SUBUNIT PUTATIVE","XERC_1"
"1003",-0.0103398932019056,"YGFU","XANTHINE PERMEASE",""
"1004",-0.0103566040987713,"GROUP_5165","PTS SYSTEM GALACTITOL-SPECIFIC FAMILY TRANSPORTER SUBUNIT IIC","GATC_2"
"1005",-0.0103618066155336,"GROUP_2634","PTS SYSTEM IIB COMPONENT (GALACTITOL/FRUCTOSE SPECIFIC)","LEPA"
"1006",-0.0104034416353113,"GROUP_14843","ADHESION LIPOPROTEIN","LMB"
"1007",-0.0104064817733674,"GROUP_2052","SODIUM-DEPENDENT TRANSPORTER",""
"1008",-0.0104213710256305,"GROUP_2520","SERINE/THREONINE PROTEIN KINASE",""
"1009",-0.01058355786508,"RARA","CHROMOSOME SEGREGATION HELICASE ATPASE AAA FAMILY",""
"1010",-0.0106383846056983,"GLCA","BETA GLUCANASE",""
"1011",-0.0109395639451391,"GROUP_3529","PHAGE PROTEIN",""
"1012",-0.0110362480293014,"GROUP_4612","MEMBRANE PROTEIN",""
"1013",-0.0111627249238493,"CAPD","NUCLEOSIDE-DIPHOSPHATE SUGAR ISOMERASE",""
"1014",-0.0111935483720625,"GROUP_10682","PHAGE PROTEIN",""
"1015",-0.011412877930706,"GROUP_2968","SITE-SPECIFIC DNA RECOMBINASE","PINR"
"1016",-0.0114610418464084,"GROUP_13364","PTS SYSTEM MANNOSE/FRUCTOSE/N-ACETYLGALACTOSAMINE-SPECIFIC TRANSPORTER SUBUNIT IID","MANZ_3"
"1017",-0.011486629186399,"GROUP_12603","PHAGE PROTEIN",""
"1018",-0.0116102463659546,"GROUP_11618","DIHYDROXY-ACID DEHYDRATASE","ILVD"
"1019",-0.0116153901514582,"GROUP_12867","PHAGE GP15 PROTEIN",""
"1020",-0.0117211382650783,"GROUP_15445","EXOPOLYSACCHARIDE BIOSYNTHESIS PROTEIN GLYCOSYL TRANSFERASE","EPSK"
"1021",-0.0117618509324078,"GROUP_13253","MAJOR TAIL SHAFT PROTEIN",""
"1022",-0.0118084791362507,"GROUP_5656","GLUTHATIONE PEROXIDASE","GPO"
"1023",-0.0118422934246165,"GROUP_11804","LMO0466 PROTEIN",""
"1024",-0.0120234437260959,"LACF_1","LICHENAN-SPECIFIC PHOSPHOTRANSFERASE EIIA COMPONENT",""
"1025",-0.0121303353872305,"GROUP_19728","GLYCOSYL TRANSFERASE FAMILY 2 PROTEIN","WEFD"
"1026",-0.0123294327468532,"GROUP_1156","PILIN GENE INVERTING-LIKE PROTEIN",""
"1027",-0.0123987387211593,"GROUP_6787","PHAGE MINOR TAIL PROTEIN",""
"1028",-0.0124445273267027,"MEPA","MULTI ANTIMICROBIAL EXTRUSION (MATE) FAMILY TRANSPORTER",""
"1029",-0.012577883420745,"GROUP_14450","PHAGE SCAFFOLDING PROTEIN",""
"1030",-0.0125915942802014,"GROUP_11585","INTEGRAL MEMBRANE PROTEIN",""
"1031",-0.012620087379639,"GROUP_5519","RIBOSOMAL SMALL SUBUNIT PSEUDOURIDINE SYNTHASE A","RSUA"
"1032",-0.0129340303251538,"GROUP_14904","PHAGE PROTEIN",""
"1033",-0.0129970011182757,"NDVA","ABC TRANSPORTER ATP-BINDING PROTEIN",""
"1034",-0.013000114205889,"GROUP_6343","GLYOXALASE FAMILY PROTEIN","CATE"
"1035",-0.0130109380631298,"GROUP_15852","PHAGE PROTEIN",""
"1036",-0.0130180067468157,"YICI","GLYCOSYL HYDROLASE FAMILY 31",""
"1037",-0.0131012067469226,"GROUP_12818","GLYCOSYL TRANSFERASE","PGAC"
"1038",-0.0131279846856355,"FEPD_2","IRON-COMPOUND ABC TRANSPORTER PERMEASE",""
"1039",-0.0132129407344693,"PABB","CHORISMATE BINDING ENZYME PARA-AMINOBENZOATE SYNTHETASE",""
"1040",-0.0133979480871425,"SAPB","PUTATIVE MG2+ TRANSPORTER-C",""
"1041",-0.0134060291646031,"YDCU","IRON ABC TRANSPORTER MEMBRANE-SPANNING PERMEASE",""
"1042",-0.0134645801330412,"GROUP_7722","CAAX AMINO PROTEASE FAMILY PROTEIN",""
"1043",-0.0135810547247144,"FUCOLECTIN-REL_2","REPAIR PROTEIN",""
"1044",-0.0138258273490858,"GROUP_2028","PROTEIN LACX PLASMID",""
"1045",-0.0139383074442,"GROUP_4643","AMINO ACID ABC TRANSPORTER PERMEASE","ARTQ_1"
"1046",-0.0139588679031749,"GROUP_10987","MULTI ANTIMICROBIAL EXTRUSION (MATE) FAMILY TRANSPORTER","MEPA"
"1047",-0.0139738146074798,"GROUP_4103","ABC TRANSPORTER MEMBRANE-SPANNING PROTEIN",""
"1048",-0.0139798983984824,"ILVD","DIHYDROXY-ACID DEHYDRATASE",""
"1049",-0.0150310675150267,"GROUP_7219","INTEGRASE",""
"1050",-0.0152930250775446,"CLPC_2","ATP-DEPENDENT CLP PROTEASE ATP-BINDING SUBUNIT",""
"1051",-0.0153313699556952,"GROUP_6360","CARBOHYDRATE-BINDING FAMILY V/XII",""
"1052",-0.0157539168301746,"GROUP_14037","PYRUVATE FORMATE-LYASE 3","HPDA"
"1053",-0.0157593406501071,"GROUP_4102","ABC TRANSPORTER MEMBRANE-SPANNING PROTEIN",""
"1054",-0.0158421557151496,"GROUP_8718","SERINE/THREONINE PROTEIN PHOSPHATASE","PPHA"
"1055",-0.0158818422377105,"GROUP_3092","ABC TRANSPORTER ATP-BINDING PROTEIN","MALK_2"
"1056",-0.0162696544040205,"GROUP_4982","PLASMID PRIA4B ORF-3-LIKE PROTEIN",""
"1057",-0.0165194431498269,"GROUP_16699","XRE FAMILY TRANSCRIPTIONAL REGULATOR",""
"1058",-0.0165471761108138,"MACB_5","ABC TRANSPORTER ATP-BINDING PROTEIN",""
"1059",-0.0169906413528652,"TABA_2","BETA-GALACTOSIDASE SUBUNIT BETA",""
"1060",-0.0170100571147322,"GROUP_7804","DNA POLYMERASE IV","DINP"
"1061",-0.017103390449814,"GROUP_18294","TRANSCRIPTION TERMINATION FACTOR",""
"1062",-0.0172222091023218,"GROUP_9246","GLYCEROPHOSPHORYL DIESTER PHOSPHODIESTERASE","GLPQ2"
"1063",-0.0173686290468447,"ADHB","ALCOHOL DEHYDROGENASE",""
"1064",-0.0175627006004794,"GROUP_10296","BETA-GALACTOSIDASE SUBUNIT BETA","TABA_2"
"1065",-0.0175699496670903,"GROUP_2289","PTS SYSTEM TRANSPORTER SUBUNIT IIA",""
"1066",-0.0176455461024329,"GROUP_2507","IRON ABC TRANSPORTER PERMEASE","YDCU"
"1067",-0.0177654427389856,"GROUP_4174","COMPETENCE PROTEIN","CGLC"
"1068",-0.0177825892751433,"GROUP_5132","N-ACETYLMANNOSAMINE-6-PHOSPHATE 2-EPIMERASE 2 (MANNAC-6-P EPIMERASE 2)","NANE2"
"1069",-0.0178315952916786,"NANE2_2","N-ACETYLMANNOSAMINE-6-PHOSPHATE 2-EPIMERASE 2 (MANNAC-6-P EPIMERASE 2)",""
"1070",-0.0178920542662307,"GROUP_6563","GP15",""
"1071",-0.0180969950206009,"GROUP_9367","INTEGRAL MEMBRANE PROTEIN",""
"1072",-0.0184498448290518,"GROUP_5666","TOPOLOGY MODULATION PROTEIN",""
"1073",-0.0184540253369946,"GROUP_2563","CHOLINE BINDING PROTEIN E CBPE","LYTB_3"
"1074",-0.0187088129059316,"GROUP_7067","COMPETENCE PROTEIN COMGF",""
"1075",-0.0187317294340026,"XYLB","ZINC-CONTAINING ALCOHOL DEHYDROGENASE",""
"1076",-0.0189519428594735,"GROUP_6817","ARGININE REPRESSOR","ARGR1"
"1077",-0.0190847491096297,"GROUP_4063","COMPETENCE FACTOR TRANSPORTING ATP-BINDING PROTEIN/PERMEASE COMA","COMA"
"1078",-0.0194168565381265,"GROUP_6762","MAJOR TAIL PROTEIN",""
"1079",-0.0194418830354996,"COMGF","COMPETENCE PROTEIN COMGF",""
"1080",-0.0195593679092252,"GROUP_2660","GTP-BINDING PROTEIN LEPA","LEPA"
"1081",-0.0195654191013246,"GROUP_16185","UPF0374 PROTEIN SSU05",""
"1082",-0.0197024009813635,"CGLC","COMPETENCE PROTEIN COMGC",""
"1083",-0.0197531682690327,"GROUP_2818","GLYCOSYL HYDROLASE FAMILY 31","YICI"
"1084",-0.019764215774713,"GROUP_20204","ABORTIVE INFECTION BACTERIOPHAGE RESISTANCE PROTEIN",""
"1085",-0.0198523572476272,"GROUP_11878","PROTEIN OF UNKNOWN FUNCTION (DUF3290)",""
"1086",-0.0200392824786679,"GROUP_2784","SURFACE PROTEIN (FRAGMENT)","SDRD"
"1087",-0.0201759193262239,"MLC_2","ROK FAMILY PROTEIN",""
"1088",-0.0201865549170532,"GROUP_4705","MUTT/NUDIX FAMILY PROTEIN",""
"1089",-0.0203749096530833,"GROUP_4674","ARSENATE REDUCTASE-LIKE GLUTAREDOXIN FAMILY PROTEIN","SPXA_3"
"1090",-0.0203758127869549,"YDAF_5","SHIKIMATE KINASE",""
"1091",-0.0208122683496826,"GROUP_6418","30S RIBOSOMAL PROTEIN S4","RPSD"
"1092",-0.0209369385314857,"GROUP_3446","MEMBRANE PROTEIN","RR06-1"
"1093",-0.0210693376448089,"GROUP_15686","PHAGE PROTEIN",""
"1094",-0.021137102968553,"GROUP_7635","SURFACE PROTEIN (FRAGMENT)","IGA_1"
"1095",-0.0213591648057047,"GROUP_4825","BACTERIOCIN IMMUNITY PROTEIN","MACB_1"
"1096",-0.0214268836630976,"GROUP_3208","CHOLINE BINDING PROTEIN F","TOXA"
"1097",-0.0214650740128504,"GROUP_169","CHLOROHYDROLASE",""
"1098",-0.0217091315337879,"GROUP_4857","ESTERASE",""
"1099",-0.0218247870862578,"GROUP_4540","D-ALANYL CARRIER PROTEIN DCP","DLTC"
"1100",-0.0218394840419358,"GROUP_10185","COBALT TRANSPORT PROTEIN","YKOC"
"1101",-0.0219817535425797,"YJJP","MEMBRANE SPANNING PROTEIN",""
"1102",-0.0219942073463605,"GROUP_5664","COF FAMILY PROTEIN","YBJI"
"1103",-0.022108735247876,"GROUP_8707","SIGNAL TRANSDUCTION HISTIDINE KINASE","YYCG"
"1104",-0.0222700869770423,"GROUP_12705","ALCOHOL DEHYDROGENASE","ADH"
"1105",-0.0223398009679607,"GROUP_12048","ATP-DEPENDENT RNA HELICASE","CSHA_2"
"1106",-0.0223486221735738,"GROUP_12747","SUGAR ABC TRANSPORTER ATP-BINDING PROTEIN","UGPC"
"1107",-0.0223601109460899,"LYTA_6","AUTOLYSIN",""
"1108",-0.0223807696824977,"GROUP_9247","GLYCEROPHOSPHORYL DIESTER PHOSPHODIESTERASE","GLPQ2"
"1109",-0.0224221388035603,"GROUP_6638","SURFACE ANCHORED PROTEIN",""
"1110",-0.0224366479291256,"GROUP_15619","DOMAIN OF UNKNOWN FUNCTION PROTEIN",""
"1111",-0.0225305115419232,"GROUP_11864","OXIDOREDUCTASE PYRIDINE NUCLEOTIDE-DISULFIDE CLASS I MERCURY (II) REDUCTASE","LPD"
"1112",-0.0226139472477051,"GROUP_4182","COMPETENCE FACTOR TRANSPORT PROTEIN COMB","COMB"
"1113",-0.0229365324810692,"GROUP_4973","PLASMID PRIA4B ORF-3-LIKE PROTEIN",""
"1114",-0.0230941815513985,"GROUP_4491","ALPHA-GLYCEROPHOSPHATE OXIDASE","GLPO"
"1115",-0.0230966103040631,"GROUP_5420","TRANSPORTER MAJOR FACILITATOR FAMILY PROTEIN",""
"1116",-0.0233591219252544,"GROUP_2023","PROTEIN LACX PLASMID","NANA_3"
"1117",-0.0233802633197941,"GROUP_5108","UDP-PHOSPHATE-UDP-MURNAC-PENTAPEPTIDE PHOSPHO-MURNAC-PENTAPEPTIDE TRANSFERASE","MRAY"
"1118",-0.0234543203662258,"GROUP_8840","PROPHAGE PROTEIN",""
"1119",-0.023530721103837,"GROUP_9351","INTEGRASE","XERD"
"1120",-0.0237708000191881,"GROUP_98","CHLOROHYDROLASE","THRB"
"1121",-0.024013284289896,"GROUP_10629","METHYLTRANSFERASE TYPE 11","REBM"
"1122",-0.0240898512487709,"GROUP_2479","MEMBRANE PROTEIN",""
"1123",-0.0247306978191866,"GROUP_2646","PTS SYSTEM GALACTOSE-SPECIFIC TRANSPORTER SUBUNIT IIB","LEPA"
"1124",-0.0251452730208549,"GROUP_1101","LYTIC AMIDASE (N-ACETYLMURAMOYL-L-ALANINE AMIDASE)","LYTA_5"
"1125",-0.0251686393241716,"MNGB","TWIN-ARGININE TRANSLOCATION PATHWAY SIGNAL",""
"1126",-0.0255600898935468,"GROUP_9933","BLPM","LAFA"
"1127",-0.0256287681261376,"CSHA_1","ATP-DEPENDENT RNA HELICASE",""
"1128",-0.0258127452279138,"GROUP_8681","URACIL DNA GLYCOSYLASE",""
"1129",-0.0258307287868226,"GROUP_5208","METHYLTRANSFERASE SMALL DOMAIN SUPERFAMILY","UBIE"
"1130",-0.0261133132700945,"ALKD-TRUNCATION","PUTATIVE DNA ALKYLATION REPAIR ENZYME",""
"1131",-0.0262034966493923,"LIVJ","ABC TRANSPORTER SUBSTRATE BINDING LIPOPROTEIN-BRANCHED CHAIN AMINO ACID TRANSPORT",""
"1132",-0.0262058673744623,"ADH","ALCOHOL DEHYDROGENASE",""
"1133",-0.0263454045273638,"GROUP_3929","IRON ABC TRANSPORTER IRON-BINDING PROTEIN","POTD_1"
"1134",-0.0264768204749638,"GROUP_5523","RIBOSOMAL SMALL SUBUNIT PSEUDOURIDINE SYNTHASE A","RSUA"
"1135",-0.026620398591338,"GROUP_9751","GFO/IDH/MOCA FAMILY OXIDOREDUCTASE","AFR"
"1136",-0.026936710968913,"GROUP_8480","AMINO ACID PERMEASE FAMILY PROTEIN","YFNA"
"1137",-0.0269622944685504,"GROUP_3667","MAJOR FACILITATOR SUPERFAMILY PERMEASE",""
"1138",-0.0272680344476505,"MRAY","UDP-PHOSPHATE-UDP-MURNAC-PENTAPEPTIDE PHOSPHO-MURNAC-PENTAPEPTIDE TRANSFERASE",""
"1139",-0.0277645408016477,"GROUP_8769","PHOSPHOMETHYLPYRIMIDINE KINASE","PDXK"
"1140",-0.0281271864137433,"RGG","TRANSCRIPTIONAL ACTIVATOR RGG/GADR/MUTR FAMILY PROTEIN",""
"1141",-0.0282784482459272,"GROUP_5233","PHAGE ANTIREPRESSOR PROTEIN",""
"1142",-0.0282791739489368,"GROUP_14735","MEMBRANE PROTEIN",""
"1143",-0.0284122565636066,"GROUP_1070","AUTOLYSIN","LYTA_6"
"1144",-0.0286494239272496,"GROUP_11116","MEMBRANE-FUSION PROTEIN","MACB_4"
"1145",-0.0287085934337406,"YHBU_1","U32 FAMILY PEPTIDASE",""
"1146",-0.0287619902601318,"GROUP_11115","MEMBRANE-FUSION PROTEIN",""
"1147",-0.0287917556094005,"GROUP_14871","NUCLEOSIDE-DIPHOSPHATE SUGAR ISOMERASE","CAPD"
"1148",-0.0291462583838296,"YHJX","MAJOR FACILITATOR; OXALATE:FORMATE ANTIPORTER",""
"1149",-0.0291496046128642,"PDXK","PHOSPHOMETHYLPYRIMIDINE KINASE",""
"1150",-0.0291651672729572,"LPD","OXIDOREDUCTASE PYRIDINE NUCLEOTIDE-DISULFIDE CLASS I MERCURY (II) REDUCTASE",""
"1151",-0.0291954505916745,"GROUP_3450","MEMBRANE PROTEIN",""
"1152",-0.0292137408721975,"DSBD_2","CYTOCHROME C-TYPE BIOGENESIS PROTEIN CCDA",""
"1153",-0.0292383301248342,"GROUP_6640","SURFACE ANCHORED PROTEIN",""
"1154",-0.0292849082329101,"GROUP_6623","DNA MODIFICATION METHYLTRANSFERASE M.XBAI","YHDJ"
"1155",-0.0295674198714943,"GROUP_2519","SERINE/THREONINE PROTEIN KINASE",""
"1156",-0.0298226187580991,"GROUP_8545","RECOMBINATION REGULATOR RECX",""
"1157",-0.0298880912501836,"UGPC","SUGAR ABC TRANSPORTER ATP-BINDING PROTEIN",""
"1158",-0.0299441736661708,"GROUP_2118","PHAGE PROTEIN",""
