"","Gene","Annotation","Non.unique.Gene.name","ac_change_0","ac_change_1","ac_change_NA","ratio","gene.annotate","phage","hypothetical","transposase","caps","exclude"
"1044","group_10625","Type IV secretion system protein","",7,3,NA,0.563492063492063,"GROUP_10625 TYPE IV SECRETION SYSTEM PROTEIN ",FALSE,FALSE,FALSE,0,0
"1045","group_1071","autolysin","lytA_2",7,3,NA,0.563492063492063,"GROUP_1071 AUTOLYSIN LYTA_2",FALSE,FALSE,FALSE,0,0
"1046","group_1072","autolysin","lytA_5",7,3,NA,0.563492063492063,"GROUP_1072 AUTOLYSIN LYTA_5",FALSE,FALSE,FALSE,0,0
"1047","group_10856","gp37","",7,3,NA,0.563492063492063,"GROUP_10856 GP37 ",FALSE,FALSE,FALSE,0,0
"1048","group_11373","phosphatase","gph",7,3,NA,0.563492063492063,"GROUP_11373 PHOSPHATASE GPH",FALSE,FALSE,FALSE,0,0
"1049","group_11455","phosphopentomutase","deoB",7,3,NA,0.563492063492063,"GROUP_11455 PHOSPHOPENTOMUTASE DEOB",FALSE,FALSE,FALSE,0,0
"1050","group_11689","parvulin-like peptidyl-prolyl isomerase","",7,3,NA,0.563492063492063,"GROUP_11689 PARVULIN-LIKE PEPTIDYL-PROLYL ISOMERASE ",FALSE,FALSE,FALSE,0,0
"1051","group_12451","transcriptional regulator","yutD",7,3,NA,0.563492063492063,"GROUP_12451 TRANSCRIPTIONAL REGULATOR YUTD",FALSE,FALSE,FALSE,0,0
"1052","group_12601","oligopeptide ABC transporteroligopeptide-binding protein","gsiB",7,3,NA,0.563492063492063,"GROUP_12601 OLIGOPEPTIDE ABC TRANSPORTEROLIGOPEPTIDE-BINDING PROTEIN GSIB",FALSE,FALSE,FALSE,0,0
"1053","group_12661","Endonuclease/Exonuclease/phosphatase family","",7,3,NA,0.563492063492063,"GROUP_12661 ENDONUCLEASE/EXONUCLEASE/PHOSPHATASE FAMILY ",FALSE,FALSE,FALSE,0,0
"1054","group_13311","pectinesterase","",7,3,NA,0.563492063492063,"GROUP_13311 PECTINESTERASE ",FALSE,FALSE,FALSE,0,0
"1055","group_14033","bifunctional methionine sulfoxide reductase","msrA",7,3,NA,0.563492063492063,"GROUP_14033 BIFUNCTIONAL METHIONINE SULFOXIDE REDUCTASE MSRA",FALSE,FALSE,FALSE,0,0
"1056","group_14431","methyl transferase","hhaIM",7,3,NA,0.563492063492063,"GROUP_14431 METHYL TRANSFERASE HHAIM",FALSE,FALSE,FALSE,0,0
"1057","group_14662","DNA-binding protein","",7,3,NA,0.563492063492063,"GROUP_14662 DNA-BINDING PROTEIN ",FALSE,FALSE,FALSE,0,0
"1058","group_14680","adenine phosphoribosyltransferase","apt",7,3,NA,0.563492063492063,"GROUP_14680 ADENINE PHOSPHORIBOSYLTRANSFERASE APT",FALSE,FALSE,FALSE,0,0
"1059","group_14764","conserved structural protein putative","",7,3,4,0.563492063492063,"GROUP_14764 CONSERVED STRUCTURAL PROTEIN PUTATIVE ",FALSE,FALSE,FALSE,0,0
"1060","group_14936","lipase","lip2",7,3,NA,0.563492063492063,"GROUP_14936 LIPASE LIP2",FALSE,FALSE,FALSE,0,0
"1061","group_15069","methionyl-tRNA synthetase","",7,3,NA,0.563492063492063,"GROUP_15069 METHIONYL-TRNA SYNTHETASE ",FALSE,FALSE,FALSE,0,0
"1062","group_1528","Tn5253 bacteriocine putative","",7,3,NA,0.563492063492063,"GROUP_1528 TN5253 BACTERIOCINE PUTATIVE ",FALSE,FALSE,FALSE,0,0
"1063","group_16208","hyaluronidase","",7,3,NA,0.563492063492063,"GROUP_16208 HYALURONIDASE ",FALSE,FALSE,FALSE,0,0
"1064","group_16281","mobilisation protein","",7,3,NA,0.563492063492063,"GROUP_16281 MOBILISATION PROTEIN ",FALSE,FALSE,FALSE,0,0
"1065","group_16317","minor tail protein GP26","",7,3,NA,0.563492063492063,"GROUP_16317 MINOR TAIL PROTEIN GP26 ",FALSE,FALSE,FALSE,0,0
"1066","group_16804","putative ICE protein","",7,3,NA,0.563492063492063,"GROUP_16804 PUTATIVE ICE PROTEIN ",FALSE,FALSE,FALSE,0,0
"1067","group_16876","putative transcriptional regulator","",7,3,NA,0.563492063492063,"GROUP_16876 PUTATIVE TRANSCRIPTIONAL REGULATOR ",FALSE,FALSE,FALSE,0,0
"1068","group_16879","tail shaft protein","",7,3,NA,0.563492063492063,"GROUP_16879 TAIL SHAFT PROTEIN ",FALSE,FALSE,FALSE,0,0
"1069","group_17186","neutral/alkaline non-lysosomal ceramidase","",7,3,NA,0.563492063492063,"GROUP_17186 NEUTRAL/ALKALINE NON-LYSOSOMAL CERAMIDASE ",FALSE,FALSE,FALSE,0,0
"1070","group_17428","TetR/AcrR family transcriptional regulator","",7,3,NA,0.563492063492063,"GROUP_17428 TETR/ACRR FAMILY TRANSCRIPTIONAL REGULATOR ",FALSE,FALSE,FALSE,0,0
"1071","group_17430","Acetyl esterase","aes",7,3,NA,0.563492063492063,"GROUP_17430 ACETYL ESTERASE AES",FALSE,FALSE,FALSE,0,0
"1072","group_18314","esterase","",7,3,NA,0.563492063492063,"GROUP_18314 ESTERASE ",FALSE,FALSE,FALSE,0,0
"1073","group_18466","putative membrane metallo-endo-peptidase","",7,3,NA,0.563492063492063,"GROUP_18466 PUTATIVE MEMBRANE METALLO-ENDO-PEPTIDASE ",FALSE,FALSE,FALSE,0,0
"1074","group_1865","signal recognition particle GTPase","pezT_1",7,3,NA,0.563492063492063,"GROUP_1865 SIGNAL RECOGNITION PARTICLE GTPASE PEZT_1",FALSE,FALSE,FALSE,0,0
"1075","group_18776","MTH538 TIR-like domain (DUF1863)","",7,3,NA,0.563492063492063,"GROUP_18776 MTH538 TIR-LIKE DOMAIN (DUF1863) ",FALSE,FALSE,FALSE,0,0
"1076","group_18779","Gluconate 2-dehydrogenase flavoprotein precursor","",7,3,NA,0.563492063492063,"GROUP_18779 GLUCONATE 2-DEHYDROGENASE FLAVOPROTEIN PRECURSOR ",FALSE,FALSE,FALSE,0,0
"1077","group_18781","N-acetylglucosaminylphosphatidylinositol deacetylase superfamily","",7,3,NA,0.563492063492063,"GROUP_18781 N-ACETYLGLUCOSAMINYLPHOSPHATIDYLINOSITOL DEACETYLASE SUPERFAMILY ",FALSE,FALSE,FALSE,0,0
"1078","group_18870","cell wall biosynthesis glycosyltransferase","hyaD_2",7,3,NA,0.563492063492063,"GROUP_18870 CELL WALL BIOSYNTHESIS GLYCOSYLTRANSFERASE HYAD_2",FALSE,FALSE,FALSE,0,0
"1079","group_1977","U32 family peptidase","yhbU_1",7,3,NA,0.563492063492063,"GROUP_1977 U32 FAMILY PEPTIDASE YHBU_1",FALSE,FALSE,FALSE,0,0
"1080","group_20660","ABC-type uncharacterized transport system permease component","",7,3,NA,0.563492063492063,"GROUP_20660 ABC-TYPE UNCHARACTERIZED TRANSPORT SYSTEM PERMEASE COMPONENT ",FALSE,FALSE,FALSE,0,0
"1081","group_20661","ABC-type uncharacterized transport system permease component","",7,3,NA,0.563492063492063,"GROUP_20661 ABC-TYPE UNCHARACTERIZED TRANSPORT SYSTEM PERMEASE COMPONENT ",FALSE,FALSE,FALSE,0,0
"1082","group_20662","putative ABC-type multidrug transport system ATpase component","",7,3,NA,0.563492063492063,"GROUP_20662 PUTATIVE ABC-TYPE MULTIDRUG TRANSPORT SYSTEM ATPASE COMPONENT ",FALSE,FALSE,FALSE,0,0
"1083","group_20663","CAAX amino terminal protease self- immunity","",7,3,NA,0.563492063492063,"GROUP_20663 CAAX AMINO TERMINAL PROTEASE SELF- IMMUNITY ",FALSE,FALSE,FALSE,0,0
"1084","group_20667","serine/threonine protein kinase","",7,3,NA,0.563492063492063,"GROUP_20667 SERINE/THREONINE PROTEIN KINASE ",FALSE,FALSE,FALSE,0,0
"1085","group_208","choline binding protein A","cbpA",7,3,2,0.563492063492063,"GROUP_208 CHOLINE BINDING PROTEIN A CBPA",FALSE,FALSE,FALSE,0,0
"1086","group_21407","cell wall biosynthesis glycosyltransferase","hyaD_2",7,3,NA,0.563492063492063,"GROUP_21407 CELL WALL BIOSYNTHESIS GLYCOSYLTRANSFERASE HYAD_2",FALSE,FALSE,FALSE,0,0
"1087","group_2245","gp24","",7,3,NA,0.563492063492063,"GROUP_2245 GP24 ",FALSE,FALSE,FALSE,0,0
"1088","group_22615","helix-turn-helix protein","",7,3,NA,0.563492063492063,"GROUP_22615 HELIX-TURN-HELIX PROTEIN ",FALSE,FALSE,FALSE,0,0
"1089","group_22617","Plasmid recombination enzyme","",7,3,NA,0.563492063492063,"GROUP_22617 PLASMID RECOMBINATION ENZYME ",FALSE,FALSE,FALSE,0,0
"1090","group_22620","Cro/CI family transcriptional regulator","",7,3,NA,0.563492063492063,"GROUP_22620 CRO/CI FAMILY TRANSCRIPTIONAL REGULATOR ",FALSE,FALSE,FALSE,0,0
"1091","group_22621","filamentation induced by cAMP protein fic","",7,3,NA,0.563492063492063,"GROUP_22621 FILAMENTATION INDUCED BY CAMP PROTEIN FIC ",FALSE,FALSE,FALSE,0,0
"1092","group_2786","surface protein (fragment)","sdrD",7,3,NA,0.563492063492063,"GROUP_2786 SURFACE PROTEIN (FRAGMENT) SDRD",FALSE,FALSE,FALSE,0,0
"1093","group_3018","SNF2 family protein","",7,3,NA,0.563492063492063,"GROUP_3018 SNF2 FAMILY PROTEIN ",FALSE,FALSE,FALSE,0,0
"1094","group_3067","putative holin 1","",7,3,NA,0.563492063492063,"GROUP_3067 PUTATIVE HOLIN 1 ",FALSE,FALSE,FALSE,0,0
"1095","group_3079","putative holin 1","",7,3,NA,0.563492063492063,"GROUP_3079 PUTATIVE HOLIN 1 ",FALSE,FALSE,FALSE,0,0
"1096","group_3334","spermidine/putrescine import ATP-binding protein PotA","malK_2",7,3,NA,0.563492063492063,"GROUP_3334 SPERMIDINE/PUTRESCINE IMPORT ATP-BINDING PROTEIN POTA MALK_2",FALSE,FALSE,FALSE,0,0
"1097","group_3348","membrane protein","",7,3,NA,0.563492063492063,"GROUP_3348 MEMBRANE PROTEIN ",FALSE,FALSE,FALSE,0,0
"1098","group_4318","CHAP domain containing protein","",7,3,NA,0.563492063492063,"GROUP_4318 CHAP DOMAIN CONTAINING PROTEIN ",FALSE,FALSE,FALSE,0,0
"1099","group_4413","DNA primase","",7,3,NA,0.563492063492063,"GROUP_4413 DNA PRIMASE ",FALSE,FALSE,FALSE,0,0
"1100","group_4446","replication initiator protein A N-terminus","repA",7,3,NA,0.563492063492063,"GROUP_4446 REPLICATION INITIATOR PROTEIN A N-TERMINUS REPA",FALSE,FALSE,FALSE,0,0
"1101","group_4553","integral membrane protein","",7,3,NA,0.563492063492063,"GROUP_4553 INTEGRAL MEMBRANE PROTEIN ",FALSE,FALSE,FALSE,0,0
"1102","group_4894","endonuclease/exonuclease/phosphatase family","",7,3,3,0.563492063492063,"GROUP_4894 ENDONUCLEASE/EXONUCLEASE/PHOSPHATASE FAMILY ",FALSE,FALSE,FALSE,0,0
"1103","group_5269","alpha-galactosidase","agaN",7,3,1,0.563492063492063,"GROUP_5269 ALPHA-GALACTOSIDASE AGAN",FALSE,FALSE,FALSE,0,0
"1104","group_5714","PhoU family","phoU_2",7,3,NA,0.563492063492063,"GROUP_5714 PHOU FAMILY PHOU_2",FALSE,FALSE,FALSE,0,0
"1105","group_5730","14-beta-N-acetylmuramidase","lytC",7,3,NA,0.563492063492063,"GROUP_5730 14-BETA-N-ACETYLMURAMIDASE LYTC",FALSE,FALSE,FALSE,0,0
"1106","group_6173","ATP-dependent Clp protease ATP-binding subunit","clpE",7,3,1,0.563492063492063,"GROUP_6173 ATP-DEPENDENT CLP PROTEASE ATP-BINDING SUBUNIT CLPE",FALSE,FALSE,FALSE,0,0
"1107","group_6634","polyribonucleotide nucleotidyltransferase","pnpA",7,3,3,0.563492063492063,"GROUP_6634 POLYRIBONUCLEOTIDE NUCLEOTIDYLTRANSFERASE PNPA",FALSE,FALSE,FALSE,0,0
"1108","group_6802","sucrose phosphorylase","gtfA",7,3,1,0.563492063492063,"GROUP_6802 SUCROSE PHOSPHORYLASE GTFA",FALSE,FALSE,FALSE,0,0
"1109","group_6951","glycosyl hydrolase","gmuD_1",7,3,4,0.563492063492063,"GROUP_6951 GLYCOSYL HYDROLASE GMUD_1",FALSE,FALSE,FALSE,0,0
"1110","group_7487","ArcT","",7,3,NA,0.563492063492063,"GROUP_7487 ARCT ",FALSE,FALSE,FALSE,0,0
"1111","group_8170","relaxase","",7,3,NA,0.563492063492063,"GROUP_8170 RELAXASE ",FALSE,FALSE,FALSE,0,0
"1112","group_8282","Secreted protein","",7,3,NA,0.563492063492063,"GROUP_8282 SECRETED PROTEIN ",FALSE,FALSE,FALSE,0,0
"1113","group_8998","spermidine/putrescine transport ATP-binding protein","potA_1",7,3,NA,0.563492063492063,"GROUP_8998 SPERMIDINE/PUTRESCINE TRANSPORT ATP-BINDING PROTEIN POTA_1",FALSE,FALSE,FALSE,0,0
"1114","group_9508","sphingosine kinase","",7,3,NA,0.563492063492063,"GROUP_9508 SPHINGOSINE KINASE ",FALSE,FALSE,FALSE,0,0
"1115","group_9997","OmpA domain-containing protein","",7,3,NA,0.563492063492063,"GROUP_9997 OMPA DOMAIN-CONTAINING PROTEIN ",FALSE,FALSE,FALSE,0,0
"1116","gtfA","sucrose phosphorylase","",7,3,1,0.563492063492063,"GTFA SUCROSE PHOSPHORYLASE ",FALSE,FALSE,FALSE,0,0
"1117","hemL2","glutamate-1-semialdehyde 21-aminomutase","",7,3,NA,0.563492063492063,"HEML2 GLUTAMATE-1-SEMIALDEHYDE 21-AMINOMUTASE ",FALSE,FALSE,FALSE,0,0
"1118","hysA_1","hyaluronate lyase","",7,3,NA,0.563492063492063,"HYSA_1 HYALURONATE LYASE ",FALSE,FALSE,FALSE,0,0
"1119","mshA","glycosyltransferase involved exopolysaccharide (EPS) synthesis","",7,3,NA,0.563492063492063,"MSHA GLYCOSYLTRANSFERASE INVOLVED EXOPOLYSACCHARIDE (EPS) SYNTHESIS ",FALSE,FALSE,FALSE,0,0
"1120","paiA_2","GNAT family acetyltransferase","",7,3,NA,0.563492063492063,"PAIA_2 GNAT FAMILY ACETYLTRANSFERASE ",FALSE,FALSE,FALSE,0,0
"1121","potA_1","spermidine/putrescine transport ATP-binding protein","",7,3,NA,0.563492063492063,"POTA_1 SPERMIDINE/PUTRESCINE TRANSPORT ATP-BINDING PROTEIN ",FALSE,FALSE,FALSE,0,0
"1122","rafG","sugar ABC transporter permease","",7,3,NA,0.563492063492063,"RAFG SUGAR ABC TRANSPORTER PERMEASE ",FALSE,FALSE,FALSE,0,0
"1123","rlmN_1","radical SAM enzyme Cfr family","",7,3,NA,0.563492063492063,"RLMN_1 RADICAL SAM ENZYME CFR FAMILY ",FALSE,FALSE,FALSE,0,0
"1124","tnp","Tn5252 Orf 10 protein","",7,3,NA,0.563492063492063,"TNP TN5252 ORF 10 PROTEIN ",FALSE,FALSE,FALSE,0,0
"1125","tnp_2","Tn5252 Orf 10 protein","",7,3,NA,0.563492063492063,"TNP_2 TN5252 ORF 10 PROTEIN ",FALSE,FALSE,FALSE,0,0
"1126","traG","TraG/TraD family protein","",7,3,NA,0.563492063492063,"TRAG TRAG/TRAD FAMILY PROTEIN ",FALSE,FALSE,FALSE,0,0
"1127","trmE","tRNA modification GTPase TrmE","",7,3,NA,0.563492063492063,"TRME TRNA MODIFICATION GTPASE TRME ",FALSE,FALSE,FALSE,0,0
"1128","yfhA","iron ABC transporter membrane-spanning permease","",7,3,NA,0.563492063492063,"YFHA IRON ABC TRANSPORTER MEMBRANE-SPANNING PERMEASE ",FALSE,FALSE,FALSE,0,0
"1129","yusV","ferric enterobactin transport ATP-binding protein FepC","",7,3,NA,0.563492063492063,"YUSV FERRIC ENTEROBACTIN TRANSPORT ATP-BINDING PROTEIN FEPC ",FALSE,FALSE,FALSE,0,0
"1130","yutD","transcriptional regulator","",7,3,NA,0.563492063492063,"YUTD TRANSCRIPTIONAL REGULATOR ",FALSE,FALSE,FALSE,0,0
"1131","pblB","PblB","",26,11,2,0.556267806267806,"PBLB PBLB ",FALSE,FALSE,FALSE,0,0
"1132","fbpC","ATP-binding component of ABC transporter","",19,8,NA,0.553606237816764,"FBPC ATP-BINDING COMPONENT OF ABC TRANSPORTER ",FALSE,FALSE,FALSE,0,0
"1133","group_15185","ABC transporter transmembrane protein Vexp3","vexp3",19,8,1,0.553606237816764,"GROUP_15185 ABC TRANSPORTER TRANSMEMBRANE PROTEIN VEXP3 VEXP3",FALSE,FALSE,FALSE,0,0
"1134","group_15637","ABC transporter ATP-binding protein Vexp2","lolD",19,8,NA,0.553606237816764,"GROUP_15637 ABC TRANSPORTER ATP-BINDING PROTEIN VEXP2 LOLD",FALSE,FALSE,FALSE,0,0
"1135","group_7251","transcription antiterminator LicT","licT",19,8,6,0.553606237816764,"GROUP_7251 TRANSCRIPTION ANTITERMINATOR LICT LICT",FALSE,FALSE,FALSE,0,0
"1136","group_8525","acetyltransferase GNAT family","paiA",19,8,NA,0.553606237816764,"GROUP_8525 ACETYLTRANSFERASE GNAT FAMILY PAIA",FALSE,FALSE,FALSE,0,0
"1137","group_9233","Cof family protein","yidA_3",19,8,NA,0.553606237816764,"GROUP_9233 COF FAMILY PROTEIN YIDA_3",FALSE,FALSE,FALSE,0,0
"1138","licT","transcription antiterminator LicT","",19,8,1,0.553606237816764,"LICT TRANSCRIPTION ANTITERMINATOR LICT ",FALSE,FALSE,FALSE,0,0
"1139","lolD","ABC transporter ATP-binding protein Vexp2","",19,8,NA,0.553606237816764,"LOLD ABC TRANSPORTER ATP-BINDING PROTEIN VEXP2 ",FALSE,FALSE,FALSE,0,0
"1140","regX3","VncR response regulator","",19,8,NA,0.553606237816764,"REGX3 VNCR RESPONSE REGULATOR ",FALSE,FALSE,FALSE,0,0
"1141","vexp3","ABC transporter transmembrane protein Vexp3","",19,8,1,0.553606237816764,"VEXP3 ABC TRANSPORTER TRANSMEMBRANE PROTEIN VEXP3 ",FALSE,FALSE,FALSE,0,0
"1142","yidA_3","Cof family protein","",19,8,NA,0.553606237816764,"YIDA_3 COF FAMILY PROTEIN ",FALSE,FALSE,FALSE,0,0
"1143","ydaF_1","acetyltransferase GNAT family protein","",24,10,4,0.547839506172839,"YDAF_1 ACETYLTRANSFERASE GNAT FAMILY PROTEIN ",FALSE,FALSE,FALSE,0,0
"1144","clcA","voltage-gated chloride channel family protein","",12,5,NA,0.547839506172839,"CLCA VOLTAGE-GATED CHLORIDE CHANNEL FAMILY PROTEIN ",FALSE,FALSE,FALSE,0,0
"1145","group_11585","integral membrane protein","",12,5,NA,0.547839506172839,"GROUP_11585 INTEGRAL MEMBRANE PROTEIN ",FALSE,FALSE,FALSE,0,0
"1146","group_14939","Viral (Superfamily 1) RNA helicase","",12,5,NA,0.547839506172839,"GROUP_14939 VIRAL (SUPERFAMILY 1) RNA HELICASE ",FALSE,FALSE,FALSE,0,0
"1147","group_1836","MarR family transcriptional regulator","ohrR",12,5,6,0.547839506172839,"GROUP_1836 MARR FAMILY TRANSCRIPTIONAL REGULATOR OHRR",FALSE,FALSE,FALSE,0,0
"1148","group_4982","Plasmid pRiA4b ORF-3-like protein","",12,5,3,0.547839506172839,"GROUP_4982 PLASMID PRIA4B ORF-3-LIKE PROTEIN ",FALSE,FALSE,FALSE,0,0
"1149","group_5532","ribonuclease HII","rnhB",12,5,NA,0.547839506172839,"GROUP_5532 RIBONUCLEASE HII RNHB",FALSE,FALSE,FALSE,0,0
"1150","group_5772","glycosyltransferase involved in cell wall biogenesis","kfoC_2",12,5,NA,0.547839506172839,"GROUP_5772 GLYCOSYLTRANSFERASE INVOLVED IN CELL WALL BIOGENESIS KFOC_2",FALSE,FALSE,FALSE,0,0
"1151","group_6405","glycosyltransferase","kfoC_1",12,5,NA,0.547839506172839,"GROUP_6405 GLYCOSYLTRANSFERASE KFOC_1",FALSE,FALSE,FALSE,0,0
"1152","group_7347","arylsulfatase","",12,5,NA,0.547839506172839,"GROUP_7347 ARYLSULFATASE ",FALSE,FALSE,FALSE,0,0
"1153","group_8979","ABC transporter ATP-binding protein","fbpC",12,5,1,0.547839506172839,"GROUP_8979 ABC TRANSPORTER ATP-BINDING PROTEIN FBPC",FALSE,FALSE,FALSE,0,0
"1154","group_8980","ABC transporter ATP-binding protein","fbpC",12,5,1,0.547839506172839,"GROUP_8980 ABC TRANSPORTER ATP-BINDING PROTEIN FBPC",FALSE,FALSE,FALSE,0,0
"1155","mlc_2","ROK family protein","",12,5,1,0.547839506172839,"MLC_2 ROK FAMILY PROTEIN ",FALSE,FALSE,FALSE,0,0
"1156","nanM","N-acetylneuraminate epimerase precursor","",12,5,NA,0.547839506172839,"NANM N-ACETYLNEURAMINATE EPIMERASE PRECURSOR ",FALSE,FALSE,FALSE,0,0
"1157","nfrA2","nitroreductase NADPH-flavin oxidoreductase","",12,5,2,0.547839506172839,"NFRA2 NITROREDUCTASE NADPH-FLAVIN OXIDOREDUCTASE ",FALSE,FALSE,FALSE,0,0
"1158","rlmN","ribosomal RNA large subunit methyltransferase N","",12,5,NA,0.547839506172839,"RLMN RIBOSOMAL RNA LARGE SUBUNIT METHYLTRANSFERASE N ",FALSE,FALSE,FALSE,0,0
"1159","rnhB","ribonuclease HII","",12,5,NA,0.547839506172839,"RNHB RIBONUCLEASE HII ",FALSE,FALSE,FALSE,0,0
"1160","group_2028","protein LacX plasmid","",17,7,8,0.541394335511983,"GROUP_2028 PROTEIN LACX PLASMID ",FALSE,FALSE,FALSE,0,0
"1161","group_5208","methyltransferase small domain superfamily","ubiE",17,7,NA,0.541394335511983,"GROUP_5208 METHYLTRANSFERASE SMALL DOMAIN SUPERFAMILY UBIE",FALSE,FALSE,FALSE,0,0
"1162","malX","maltose/maltodextrin ABC transporter maltose/maltodextrin-binding protein","",17,7,1,0.541394335511983,"MALX MALTOSE/MALTODEXTRIN ABC TRANSPORTER MALTOSE/MALTODEXTRIN-BINDING PROTEIN ",FALSE,FALSE,FALSE,0,0
"1163","gidA_2","tRNA (uracil-5-)-methyltransferase Gid","",20,8,2,0.525925925925926,"GIDA_2 TRNA (URACIL-5-)-METHYLTRANSFERASE GID ",FALSE,FALSE,FALSE,0,0
"1164","group_11115","membrane-fusion protein","",20,8,1,0.525925925925926,"GROUP_11115 MEMBRANE-FUSION PROTEIN ",FALSE,FALSE,FALSE,0,0
"1165","group_11116","membrane-fusion protein","macB_4",20,8,1,0.525925925925926,"GROUP_11116 MEMBRANE-FUSION PROTEIN MACB_4",FALSE,FALSE,FALSE,0,0
"1166","group_12343","PTS system transporter subunit IID","manZ_3",20,8,NA,0.525925925925926,"GROUP_12343 PTS SYSTEM TRANSPORTER SUBUNIT IID MANZ_3",FALSE,FALSE,FALSE,0,0
"1167","group_15047","VncR response regulator","regX3",20,8,NA,0.525925925925926,"GROUP_15047 VNCR RESPONSE REGULATOR REGX3",FALSE,FALSE,FALSE,0,0
"1168","group_8861","DNA mismatch repair protein MutS","hexA",20,8,4,0.525925925925926,"GROUP_8861 DNA MISMATCH REPAIR PROTEIN MUTS HEXA",FALSE,FALSE,FALSE,0,0
"1169","phoP","response regulator","",20,8,6,0.525925925925926,"PHOP RESPONSE REGULATOR ",FALSE,FALSE,FALSE,0,0
"1170","group_1063","autolysin","lytA_1",15,6,6,0.525925925925926,"GROUP_1063 AUTOLYSIN LYTA_1",FALSE,FALSE,FALSE,0,0
"1171","group_2161","choline binding protein","lytB_1",15,6,1,0.525925925925926,"GROUP_2161 CHOLINE BINDING PROTEIN LYTB_1",FALSE,FALSE,FALSE,0,0
"1172","group_4704","mutT/nudix family protein","",15,6,5,0.525925925925926,"GROUP_4704 MUTT/NUDIX FAMILY PROTEIN ",FALSE,FALSE,FALSE,0,0
"1173","group_5519","ribosomal small subunit pseudouridine synthase A","rsuA",15,6,NA,0.525925925925926,"GROUP_5519 RIBOSOMAL SMALL SUBUNIT PSEUDOURIDINE SYNTHASE A RSUA",FALSE,FALSE,FALSE,0,0
"1174","group_7280","aldo/keto reductase family oxidoreductase","ydhF",15,6,3,0.525925925925926,"GROUP_7280 ALDO/KETO REDUCTASE FAMILY OXIDOREDUCTASE YDHF",FALSE,FALSE,FALSE,0,0
"1175","group_7543","chorismate binding enzyme para-aminobenzoate synthetase","pabB",15,6,1,0.525925925925926,"GROUP_7543 CHORISMATE BINDING ENZYME PARA-AMINOBENZOATE SYNTHETASE PABB",FALSE,FALSE,FALSE,0,0
"1176","pabB","chorismate binding enzyme para-aminobenzoate synthetase","",15,6,1,0.525925925925926,"PABB CHORISMATE BINDING ENZYME PARA-AMINOBENZOATE SYNTHETASE ",FALSE,FALSE,FALSE,0,0
"1177","group_10457","amidases related to nicotinamidase","yecD_2",10,4,NA,0.525925925925926,"GROUP_10457 AMIDASES RELATED TO NICOTINAMIDASE YECD_2",FALSE,FALSE,FALSE,0,0
"1178","group_2519","serine/threonine protein kinase","",10,4,5,0.525925925925926,"GROUP_2519 SERINE/THREONINE PROTEIN KINASE ",FALSE,FALSE,FALSE,0,0
"1179","group_7128","type 4 prepilin peptidase","pppA",10,4,NA,0.525925925925926,"GROUP_7128 TYPE 4 PREPILIN PEPTIDASE PPPA",FALSE,FALSE,FALSE,0,0
"1180","group_9363","chlorohydrolase","",10,4,2,0.525925925925926,"GROUP_9363 CHLOROHYDROLASE ",FALSE,FALSE,FALSE,0,0
"1181","group_969","chlorohydrolase","mtaD",10,4,NA,0.525925925925926,"GROUP_969 CHLOROHYDROLASE MTAD",FALSE,FALSE,FALSE,0,0
"1182","hemK","protein-(glutamine-N5) methyltransferase release factor-specific","",10,4,1,0.525925925925926,"HEMK PROTEIN-(GLUTAMINE-N5) METHYLTRANSFERASE RELEASE FACTOR-SPECIFIC ",FALSE,FALSE,FALSE,0,0
"1183","immR","type II restriction-modification system regulatory protein","",10,4,1,0.525925925925926,"IMMR TYPE II RESTRICTION-MODIFICATION SYSTEM REGULATORY PROTEIN ",FALSE,FALSE,FALSE,0,0
"1184","mtaD","chlorohydrolase","",10,4,NA,0.525925925925926,"MTAD CHLOROHYDROLASE ",FALSE,FALSE,FALSE,0,0
"1185","pppA","type 4 prepilin peptidase","",10,4,3,0.525925925925926,"PPPA TYPE 4 PREPILIN PEPTIDASE ",FALSE,FALSE,FALSE,0,0
"1186","spiR1","regulatory protein single domain response regulator","",10,4,NA,0.525925925925926,"SPIR1 REGULATORY PROTEIN SINGLE DOMAIN RESPONSE REGULATOR ",FALSE,FALSE,FALSE,0,0
"1187","yecD_2","amidases related to nicotinamidase","",10,4,NA,0.525925925925926,"YECD_2 AMIDASES RELATED TO NICOTINAMIDASE ",FALSE,FALSE,FALSE,0,0
"1188","group_7804","DNA polymerase IV","dinP",23,9,3,0.514492753623188,"GROUP_7804 DNA POLYMERASE IV DINP",FALSE,FALSE,FALSE,0,0
"1189","agaS","tagatose-6-phosphate ketose/aldose isomerase","",18,7,NA,0.511316872427984,"AGAS TAGATOSE-6-PHOSPHATE KETOSE/ALDOSE ISOMERASE ",FALSE,FALSE,FALSE,0,0
"1190","glpE","rhodanese-like domain-containing protein","",18,7,NA,0.511316872427984,"GLPE RHODANESE-LIKE DOMAIN-CONTAINING PROTEIN ",FALSE,FALSE,FALSE,0,0
"1191","group_10185","cobalt transport protein","ykoC",18,7,NA,0.511316872427984,"GROUP_10185 COBALT TRANSPORT PROTEIN YKOC",FALSE,FALSE,FALSE,0,0
"1192","group_13496","tagatose-6-phosphate ketose/aldose isomerase","agaS",18,7,NA,0.511316872427984,"GROUP_13496 TAGATOSE-6-PHOSPHATE KETOSE/ALDOSE ISOMERASE AGAS",FALSE,FALSE,FALSE,0,0
